DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA-NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
240505280,02/03/2024 12:00:00 AM,02/02/2024 12:00:00 AM,2200,05,Harbor,0563,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,1400 S  GAFFEY                       ST,,33.7315,-118.2924
240205777,02/02/2024 12:00:00 AM,01/20/2024 12:00:00 AM,2200,02,Rampart,0265,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,8TH,ALVARADO,34.0549,-118.2778
241104060,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0600,11,Northeast,1163,1,310,BURGLARY,0344 0202,0,X,X,108,PARKING LOT,,,IC,Invest Cont,310,,,,4800    FOUNTAIN                     AV,,34.0955,-118.2932
242105314,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,2100,21,Topanga,2175,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,22400    DOLOROSA                     ST,,34.1701,-118.6145
241306742,02/27/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0100,13,Newton,1323,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,800 E  24TH                         ST,,34.0228,-118.2592
241005230,02/02/2024 12:00:00 AM,02/01/2024 12:00:00 AM,2200,10,West Valley,1003,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0358 0385 1300 0344,32,M,A,101,STREET,,,IC,Invest Cont,331,,,,7700    RESEDA                       BL,,34.2148,-118.5404
240707206,03/15/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1813,07,Wilshire,0724,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,23,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,100    THE GROVE                    DR,,34.0736,-118.3563
241306974,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,0200,13,Newton,1383,2,354,THEFT OF IDENTITY,0100,56,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,100 W  61ST                         ST,,33.9842,-118.2739
240304127,01/04/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1700,03,Southwest,0361,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822 1307,47,F,B,101,STREET,,,IC,Invest Cont,745,,,,3900    NICOLET                      AV,,34.0171,-118.3531
240606808,03/02/2024 12:00:00 AM,03/01/2024 12:00:00 AM,2030,06,Hollywood,0645,2,888,TRESPASSING,0910 1822 1501 1266 2004,0,X,X,911,MTA - RED LINE - HOLLYWOOD/HIGHLAND,,,IC,Invest Cont,888,,,,HIGHLAND,HOLLYWOOD,34.1016,-118.3387
241505752,02/05/2024 12:00:00 AM,02/02/2024 12:00:00 AM,0005,15,N Hollywood,1548,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 1602 0385 0344,35,F,H,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,331,,,,5200    BLAKESLEE                    AV,,34.1649,-118.3725
241405441,02/02/2024 12:00:00 AM,01/31/2024 12:00:00 AM,1400,14,Pacific,1458,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300,18,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,331,,,,4800 S  SLAUSON                      AV,,33.9955,-118.4099
241604927,01/31/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0400,16,Foothill,1687,2,354,THEFT OF IDENTITY,0930 0377,56,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,11000    ARMINTA                      ST,,34.2178,-118.373
240106393,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,0630,01,Central,0132,2,888,TRESPASSING,0910,0,X,X,135,MTA PROPERTY OR PARKING LOT,,,IC,Invest Cont,888,,,,200 S  HOPE                         ST,,34.0549,-118.2511
240108366,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1330,01,Central,0182,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 0329 1307,43,M,W,101,STREET,,,IC,Invest Cont,420,,,,600 W  OLYMPIC                      BL,,34.0437,-118.2617
241104061,01/02/2024 12:00:00 AM,01/01/2024 12:00:00 AM,0634,11,Northeast,1185,2,755,BOMB SCARE,0404 1912,0,X,X,701,HOSPITAL,511,VERBAL THREAT,IC,Invest Cont,755,,,,2000    STADIUM                      WY,,34.0758,-118.2484
241306993,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,0650,13,Newton,1352,2,940,EXTORTION,0913 0432 0421 1906,19,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,4300    WALL                         ST,,34.0053,-118.2717
240406083,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1120,04,Hollenbeck,0407,1,330,BURGLARY FROM VEHICLE,0344 1302 1300 1307,20,M,W,109,PARK/PLAYGROUND,,,IC,Invest Cont,330,,,,4200    MONTEREY                     RD,,34.0881,-118.1877
241506594,02/23/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1400,15,N Hollywood,1519,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,2038,26,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,902,,,,6500    CLEON                        AV,,34.1885,-118.3681
240505330,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1100,05,Harbor,0551,1,310,BURGLARY,0321 0314,42,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,900 W  UPLAND                       AV,,33.75,-118.2967
241504291,01/04/2024 12:00:00 AM,01/02/2024 12:00:00 AM,2230,15,N Hollywood,1514,1,330,BURGLARY FROM VEHICLE,1300 0344,30,M,H,116,OTHER/OUTSIDE,,,IC,Invest Cont,330,,,,BEN                          AV,ARCHWOOD,34.1921,-118.3943
240804095,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1335,08,West LA,0852,1,330,BURGLARY FROM VEHICLE,0344 0346,39,F,O,101,STREET,,,IC,Invest Cont,330,,,,11800    SANTA MONICA                 BL,,34.0428,-118.4582
240804048,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0657,08,West LA,0847,2,755,BOMB SCARE,1906 0404,0,X,X,730,SYNAGOGUE/TEMPLE,511,VERBAL THREAT,IC,Invest Cont,755,,,,10300 W  PICO                         BL,,34.0473,-118.4206
240706629,03/03/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1600,07,Wilshire,0753,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,5900    SAN VICENTE                  BL,,34.0552,-118.3584
242105663,02/02/2024 12:00:00 AM,02/01/2024 12:00:00 AM,1248,21,Topanga,2156,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,35,M,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,6700    TOPANGA CANYON               BL,,34.1923,-118.6059
241004170,01/03/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0600,10,West Valley,1094,2,354,THEFT OF IDENTITY,1822 0922,43,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,4200    GRIMES                       PL,,34.1479,-118.5275
240806515,03/04/2024 12:00:00 AM,03/02/2024 12:00:00 AM,0300,08,West LA,0899,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,0,X,X,104,DRIVEWAY,,,IC,Invest Cont,331,,,,2800 S  HOLT                         AV,,34.035,-118.383
241906388,03/02/2024 12:00:00 AM,02/10/2024 12:00:00 AM,1818,19,Mission,1943,2,354,THEFT OF IDENTITY,0930,59,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,10800    WOLCOTT                      PL,,34.2663,-118.4555
241204237,01/02/2024 12:00:00 AM,01/01/2024 12:00:00 AM,2000,12,77th Street,1269,1,330,BURGLARY FROM VEHICLE,0358 0329 1307 0344 1609,49,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,330,,,,1000 E  84TH                         ST,,33.9629,-118.2573
241806936,03/03/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1945,18,Southeast,1822,2,354,THEFT OF IDENTITY,0922 1822,33,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,10300 S  MAIN                         ST,,33.9429,-118.2739
242006611,03/02/2024 12:00:00 AM,03/01/2024 12:00:00 AM,2100,20,Olympic,2025,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,300 S  ALEXANDRIA                   AV,,34.069,-118.2979
241904075,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1530,19,Mission,1924,2,886,DISTURBING THE PEACE,,41,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,886,,,,14800    BLEEKER                      ST,,34.2919,-118.4536
240106509,02/04/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1850,01,Central,0161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0325,22,M,H,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
241806880,03/02/2024 12:00:00 AM,02/28/2024 12:00:00 AM,0001,18,Southeast,1822,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,100 E  94TH                         ST,,33.951,-118.2739
240404070,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,2210,04,Hollenbeck,0489,2,625,OTHER ASSAULT,2000 0913 1813 0447,50,F,H,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,625,,,,2700    WYNGLEN                      LN,,34.0278,-118.2188
242006591,03/02/2024 12:00:00 AM,02/20/2024 12:00:00 AM,1000,20,Olympic,2071,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,PICO,ST ANDREWS,34.0472,-118.3116
240304490,01/09/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1956,03,Southwest,0399,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0104 0342,23,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,4300 S  FIGUEROA                     ST,,34.0054,-118.2827
242104136,01/04/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1600,21,Topanga,2173,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,22800    DEL VALLE                    ST,,34.165,-118.6233
241804054,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0655,18,Southeast,1837,2,354,THEFT OF IDENTITY,0930 1822,26,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1800 E  115TH                        ST,,33.9303,-118.2406
240805350,02/02/2024 12:00:00 AM,01/26/2024 12:00:00 AM,2100,08,West LA,0835,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300,42,F,O,504,OTHER RESIDENCE,,,IC,Invest Cont,745,,,,2000    KELTON                       AV,,34.0456,-118.436
242106480,03/02/2024 12:00:00 AM,02/06/2024 12:00:00 AM,0900,21,Topanga,2146,1,310,BURGLARY,1602 0344 1402,41,M,B,221,PUBLIC STORAGE,,,IC,Invest Cont,310,998,,,7000    TOPANGA CANYON               BL,,34.1974,-118.6059
241207714,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,0610,12,77th Street,1243,2,354,THEFT OF IDENTITY,0922 0929 0930 1822,34,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1700 W  GAGE                         AV,,33.9824,-118.3068
241005245,02/03/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1700,10,West Valley,1023,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,19200    ARCHWOOD                     ST,,34.1922,-118.5508
240905248,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1320,09,Van Nuys,0971,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0324 1822,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,15200    VENTURA                      BL,,34.1564,-118.463
241304525,01/12/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1800,13,Newton,1342,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,47,M,J,108,PARKING LOT,,,IC,Invest Cont,420,,,,3400 S  MAIN                         ST,,34.0186,-118.2726
240304877,01/16/2024 12:00:00 AM,01/02/2024 12:00:00 AM,2200,03,Southwest,0325,1,480,BIKE - STOLEN,1822 0344 1251,22,M,B,101,STREET,,,IC,Invest Cont,480,,,,2700    MENLO                        AV,,34.0313,-118.2903
242005455,02/03/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1700,20,Olympic,2088,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,1800    ORCHARD                      AV,,34.0411,-118.2888
240605236,01/17/2024 12:00:00 AM,01/02/2024 12:00:00 AM,2100,06,Hollywood,0647,1,330,BURGLARY FROM VEHICLE,1300 1822 0344,47,F,B,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,1500    VINE                         ST,,34.098,-118.3266
240404107,01/04/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1530,04,Hollenbeck,0461,1,330,BURGLARY FROM VEHICLE,1300 1307 0344 0358,0,X,X,101,STREET,,,IC,Invest Cont,330,,,,E  1ST                          ST,S  PECAN                        ST,34.045,-118.2256
241505972,02/09/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1900,15,N Hollywood,1523,2,354,THEFT OF IDENTITY,0377,60,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6200    BEEMAN                       AV,,34.183,-118.4074
241004087,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0732,10,West Valley,1004,2,354,THEFT OF IDENTITY,1822 0935,32,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,8000    RESEDA                       BL,,34.2157,-118.5361
241504066,01/02/2024 12:00:00 AM,01/01/2024 12:00:00 AM,1200,15,N Hollywood,1538,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,11100    EMELITA                      ST,,34.1767,-118.373
240904911,01/26/2024 12:00:00 AM,01/02/2024 12:00:00 AM,2340,09,Van Nuys,0904,1,330,BURGLARY FROM VEHICLE,0344 1307,44,M,A,101,STREET,,,IC,Invest Cont,330,,,,14600    SATICOY                      ST,,34.2084,-118.4599
242005424,02/03/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1400,20,Olympic,2014,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,HARVARD                      BL,2ND                          ST,34.0712,-118.3041
241906340,03/02/2024 12:00:00 AM,02/24/2024 12:00:00 AM,2100,19,Mission,1962,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,9400    BURNET                       AV,,34.2413,-118.4632
241005260,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,0945,10,West Valley,1008,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1822 0443,37,M,H,101,STREET,511,VERBAL THREAT,IC,Invest Cont,930,,,,16200    RAYMER                       ST,,34.2179,-118.4854
240400670,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,0001,04,Hollenbeck,0408,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1100,0,X,X,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,753,,,,3600 N  LOCKE                        AV,,34.0874,-118.1797
241505640,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,0630,15,N Hollywood,1549,2,888,TRESPASSING,1501 0910 2004,0,X,X,913,MTA - RED LINE - NORTH HOLLYWOOD,,,AA,Adult Arrest,888,,,,5300    LANKERSHIM                   BL,,34.172,-118.3789
242105348,02/03/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1200,21,Topanga,2177,2,901,VIOLATION OF RESTRAINING ORDER,2038 0443,32,M,W,701,HOSPITAL,,,IC,Invest Cont,901,,,,5600    DE SOTO                      AV,,34.172,-118.5881
241806897,03/02/2024 12:00:00 AM,03/01/2024 12:00:00 AM,2000,18,Southeast,1832,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,10600 S  GRAND                        AV,,33.9401,-118.2805
241005202,02/02/2024 12:00:00 AM,01/24/2024 12:00:00 AM,1030,10,West Valley,1011,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,19500    VALERIO                      ST,,34.2043,-118.5587
242105320,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1430,21,Topanga,2143,1,330,BURGLARY FROM VEHICLE,1607 0344,42,M,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,22800    VICTORY                      BL,,34.1865,-118.6235
240804056,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,2044,08,West LA,0819,1,310,BURGLARY,0352 1822 1402 0344 0321 1609 1309,49,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,700    WARNER                       AV,,34.0687,-118.4336
241406803,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,0300,14,Pacific,1443,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,800    BOCCACCIO                    AV,,33.991,-118.4565
240804470,01/12/2024 12:00:00 AM,01/02/2024 12:00:00 AM,2245,08,West LA,0897,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1300,54,F,W,101,STREET,,,IC,Invest Cont,331,,,,3100 S  CANFIELD                     AV,,34.0323,-118.3964
240804130,01/04/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1700,08,West LA,0886,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,2800    FORRESTER                    DR,,34.0411,-118.4022
240207175,03/02/2024 12:00:00 AM,03/01/2024 12:00:00 AM,2030,02,Rampart,0217,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,500 N  BONNIE BRAE                  ST,,34.0707,-118.2648
241207609,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,2200,12,77th Street,1241,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3700 W  60TH                         ST,,33.9854,-118.3378
241604987,02/02/2024 12:00:00 AM,02/01/2024 12:00:00 AM,1200,16,Foothill,1682,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 0919 1202 1822,78,F,H,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,930,,,,LANKERSHIM                   BL,CHANDLER                     ST,34.2276,-118.3955
240504050,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0135,05,Harbor,0585,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1821 0447 0913,37,F,H,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,626,,,,600 W  20TH                         ST,,33.7261,-118.2902
241004053,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0325,10,West Valley,1018,1,310,BURGLARY,1822 1607 0321 0344,0,M,W,244,TOBACCO SHOP,,,IC,Invest Cont,310,,,,7500    WOODLEY                      AV,,34.2066,-118.4837
241704150,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0629,17,Devonshire,1738,2,354,THEFT OF IDENTITY,1822 0922,42,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,16000    HORACE                       ST,,34.2699,-118.4802
241105389,02/03/2024 12:00:00 AM,02/02/2024 12:00:00 AM,2345,11,Northeast,1136,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,59,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,4100    EAGLE ROCK                   BL,,34.1209,-118.227
240207228,03/03/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1335,02,Rampart,0281,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),1822 0325 0104,23,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,343,,,,2000 W  PICO                         BL,,34.0491,-118.2823
240305766,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,2030,03,Southwest,0393,1,520,VEHICLE - ATTEMPT STOLEN,0329 0342 1307 1609 1822 2024 0327,34,M,B,101,STREET,,,IC,Invest Cont,520,,,,4100    GARTHWAITE                   AV,,34.0094,-118.3231
241507093,03/04/2024 12:00:00 AM,03/02/2024 12:00:00 AM,0700,15,N Hollywood,1524,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,12200    VICTORY                      BL,,34.1867,-118.3987
240905404,02/08/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1800,09,Van Nuys,0969,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,COLDWATER CANYON             AV,MAGNOLIA                     AV,34.1649,-118.4138
241304085,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0042,13,Newton,1331,2,354,THEFT OF IDENTITY,0922,26,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2600 S  GRAND                        AV,,34.0265,-118.2723
241206050,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,0609,12,77th Street,1263,2,354,THEFT OF IDENTITY,0100 0922,32,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,8400 S  WESTERN                      AV,,33.9627,-118.309
241204133,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,2300,12,77th Street,1218,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,19,M,O,401,MINI-MART,113,SIMULATED GUN,IC,Invest Cont,930,,,,5400 S  FIGUEROA                     ST,,33.9923,-118.287
240606880,03/02/2024 12:00:00 AM,02/29/2024 12:00:00 AM,2200,06,Hollywood,0622,1,330,BURGLARY FROM VEHICLE,1501 1822 0344 1300,31,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,330,,,,8100    LAURELMONT                   DR,,34.1129,-118.3709
241706533,03/02/2024 12:00:00 AM,02/17/2024 12:00:00 AM,1700,17,Devonshire,1721,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,NASHVILLE                    ST,WILLOWBRAE                   AV,34.269,-118.5985
241204108,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1100,12,77th Street,1203,1,761,BRANDISH WEAPON,1402 0319 0334 0421 0432 1822 1309 0913 0603 0361,55,M,H,101,STREET,215,MACHETE,AA,Adult Arrest,761,930,,,1700 W  50TH                         ST,,33.998,-118.3089
240307627,03/11/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1830,03,Southwest,0341,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,3900 S  CLOVERDALE                   AV,,34.0157,-118.3615
240904097,01/03/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1812,09,Van Nuys,0932,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,343,,,,6100 N  SEPULVEDA                    BL,,34.1807,-118.4662
241807029,03/04/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1200,18,Southeast,1881,1,310,BURGLARY,1822 0344 1202 0397 1609,63,F,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,15700    BONSALLO                     AV,,33.8882,-118.2865
241704420,01/10/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0800,17,Devonshire,1799,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0385,48,M,O,101,STREET,,,IC,Invest Cont,331,,,,8300    GAYNOR                       AV,,34.2217,-118.4819
241304086,01/02/2024 12:00:00 AM,01/01/2024 12:00:00 AM,1030,13,Newton,1372,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0377 1822,81,F,B,101,STREET,,,IC,Invest Cont,440,,,,300 E  56TH                         ST,,33.9916,-118.2701
240406050,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,0615,04,Hollenbeck,0491,1,330,BURGLARY FROM VEHICLE,1402 1302 0344,21,F,H,101,STREET,,,IC,Invest Cont,330,998,,,2600 E  OLYMPIC                      BL,,34.0253,-118.2224
241706553,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1300,17,Devonshire,1763,1,310,BURGLARY,1202 0351 1609 0321 0352 0344,82,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,19900    MAYALL                       ST,,34.2536,-118.5667
241806923,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,2255,18,Southeast,1864,1,761,BRANDISH WEAPON,1402 0345 1300 0432 0334,43,F,B,103,ALLEY,114,AIR PISTOL/REVOLVER/RIFLE/BB GUN,IC,Invest Cont,761,998,,,900 E  120TH                        ST,,33.9237,-118.2594
240606930,03/03/2024 12:00:00 AM,03/02/2024 12:00:00 AM,2345,06,Hollywood,0666,1,352,PICKPOCKET,1501 1822 0344,39,F,W,735,NIGHT CLUB (OPEN EVENINGS ONLY),,,IC,Invest Cont,352,,,,1400    IVAR                         AV,,34.0962,-118.3288
240205891,02/05/2024 12:00:00 AM,02/02/2024 12:00:00 AM,0500,02,Rampart,0236,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,100 N  BURLINGTON                   AV,,34.0652,-118.267
240605703,02/02/2024 12:00:00 AM,02/01/2024 12:00:00 AM,2100,06,Hollywood,0656,1,310,BURGLARY,1822 0329 0344,0,X,X,203,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,900    VINE                         ST,,34.0871,-118.3266
241207745,03/04/2024 12:00:00 AM,03/02/2024 12:00:00 AM,0310,12,77th Street,1209,2,903,CONTEMPT OF COURT,0913 2038 1817,31,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,903,,,,5000 S  FIGUEROA                     ST,,33.9974,-118.2827
241306938,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,0010,13,Newton,1309,1,310,BURGLARY,1602 0344 2004,0,M,W,213,WAREHOUSE,,,IC,Invest Cont,310,,,,2400 E  OLYMPIC                      BL,,34.0256,-118.2299
242006726,03/02/2024 12:00:00 AM,03/01/2024 12:00:00 AM,2100,20,Olympic,2024,1,330,BURGLARY FROM VEHICLE,1307 1609 0344 1822,62,F,C,101,STREET,,,IC,Invest Cont,330,,,,W  6TH                          ST,HARVARD                      BL,34.0636,-118.3041
